2010-10-28,27.893,27.893,27.893,27.893,206,0
2010-10-29,27.98,27.98,27.98,27.98,309,0
2010-11-01,28.039,28.039,28.039,28.039,458,0
2010-11-02,28.135,28.135,28.135,28.135,206,0
2010-11-03,28.203,28.221,28.203,28.221,395,0
2010-11-04,28.588,28.588,28.548,28.568,3273,0
2010-11-05,28.54,28.54,28.308,28.338,521,0
2010-11-08,27.115,28.318,27.115,28.318,2374,0
2010-11-09,28.249,28.406,28.164,28.164,1238,0
2010-11-10,28.145,28.145,28.145,28.145,101,0
2010-11-11,28.039,28.106,28.039,28.106,316,0
2010-11-12,28.125,28.125,26.196,27.815,5584,0
2010-11-15,28.308,28.308,27.903,27.903,513,0
2010-11-17,27.388,27.514,27.321,27.456,3353,0
2010-11-18,27.659,27.659,27.659,27.659,101,0
2010-11-22,27.951,28.096,27.815,28.096,1546,0
2010-11-23,27.416,27.416,27.416,27.416,1032,0
2010-11-24,27.776,27.776,27.776,27.776,824,0
2010-11-26,27.756,27.864,27.718,27.864,2944,0
2010-11-29,27.718,27.718,27.514,27.514,983,0
2010-11-30,27.514,27.514,27.436,27.436,1856,0
2010-12-01,27.698,27.903,27.698,27.903,1683,0
2010-12-02,27.903,28.348,27.903,28.308,26077,0
2010-12-03,28.268,28.358,28.268,28.318,4593,0
2010-12-06,28.135,28.378,28.135,28.378,2253,0
2010-12-07,28.54,28.54,28.473,28.473,10730,0
2010-12-08,28.443,28.443,28.212,28.298,2238,0
2010-12-09,28.298,28.298,28.298,28.298,370,0
2010-12-10,28.338,28.453,28.338,28.443,2114,0
2010-12-13,28.54,28.736,28.54,28.628,6087,0
2010-12-14,28.898,28.898,28.598,28.736,7002,0
2010-12-15,28.736,28.783,28.493,28.502,8149,0
2010-12-16,28.548,28.648,28.423,28.648,1596,0
2010-12-17,28.648,28.648,28.618,28.638,824,0
2010-12-20,28.415,28.415,28.415,28.415,618,0
2010-12-21,28.628,28.678,28.558,28.648,10956,0
2010-12-22,28.648,28.648,28.558,28.618,5533,0
2010-12-23,28.678,28.773,28.522,28.648,3289,0
2010-12-27,28.608,28.688,28.532,28.688,977,0
2010-12-28,28.754,28.754,28.678,28.688,2374,0
2010-12-29,28.736,28.879,28.736,28.879,593,0
2010-12-30,28.928,28.928,28.745,28.823,9629,0
2010-12-31,28.823,28.997,28.726,28.928,17834,0
2011-01-03,29.065,29.141,28.968,29.141,1631,0
2011-01-04,29.376,29.426,28.997,29.094,22886,0
2011-01-05,28.928,28.988,28.888,28.918,14445,0
2011-01-06,28.908,28.938,28.833,28.918,13632,0
2011-01-07,28.833,28.833,28.763,28.763,1687,0
2011-01-10,28.568,28.745,28.473,28.745,34155,0
2011-01-11,28.851,28.958,28.813,28.918,5994,0
2011-01-13,28.988,28.997,28.988,28.997,1155,0
2011-01-14,29.015,29.035,28.968,29.035,1929,0
2011-01-18,29.287,29.366,29.268,29.278,1756,0
2011-01-19,29.085,29.085,29.035,29.035,842,0
2011-01-20,28.86,28.86,28.608,28.668,309,0
2011-01-21,28.928,28.928,28.928,28.928,206,0
2011-01-26,29.376,29.376,29.306,29.306,318,0
2011-01-27,29.132,29.278,29.132,29.278,352,0
2011-01-28,29.179,29.179,29.141,29.141,678,0
2011-01-31,28.928,28.948,28.928,28.928,695,0
2011-02-01,29.443,29.443,29.376,29.376,1441,0
2011-02-02,29.5,29.5,29.472,29.482,608,0
2011-02-03,29.366,29.537,29.278,29.537,824,0
2011-02-04,29.326,29.426,29.268,29.426,690,0
2011-02-07,29.366,29.472,29.366,29.472,679,0
2011-02-08,29.625,29.625,29.306,29.306,930,0
2011-02-09,29.376,29.376,29.278,29.278,824,0
2011-02-10,29.025,29.218,29.025,29.169,1032,0
2011-02-11,29.346,29.346,29.346,29.346,101,0
2011-02-14,29.306,29.316,29.306,29.316,226,0
2011-02-15,29.434,29.453,29.278,29.278,2549,0
2011-02-17,29.376,29.714,29.376,29.665,2683,0
2011-02-18,29.78,29.859,29.78,29.859,1133,0
2011-02-22,29.753,29.753,29.179,29.179,14569,0
2011-02-23,29.326,29.326,29.035,29.094,3416,0
2011-02-24,29.045,29.045,29.045,29.045,513,0
2011-02-25,29.248,29.306,29.248,29.306,9604,0
2011-02-28,29.596,29.596,29.547,29.567,2151,0
2011-03-01,29.509,29.509,29.376,29.376,7736,0
2011-03-02,29.416,29.416,29.416,29.416,10318,0
2011-03-03,29.694,29.694,29.694,29.694,101,0
2011-03-04,29.625,29.665,29.625,29.665,929,0
2011-03-08,29.443,29.714,29.426,29.694,12252,0
2011-03-09,29.615,29.714,29.547,29.645,896,0
2011-03-10,29.297,29.297,29.075,29.075,257,0
2011-03-11,29.103,29.103,29.103,29.103,1032,0
2011-03-14,29.045,29.045,28.833,28.833,2063,0
2011-03-15,28.174,28.658,28.174,28.658,7942,0
2011-03-16,28.388,28.397,27.678,27.805,32520,0
2011-03-17,28.203,28.212,28.135,28.135,886,0
2011-03-18,28.298,28.298,28.298,28.298,206,0
2011-03-21,28.823,28.823,28.823,28.823,1032,0
2011-03-22,28.898,28.898,28.898,28.898,206,0
2011-03-23,29.025,29.035,29.025,29.035,513,0
2011-03-24,29.065,29.326,29.065,29.326,1080,0
2011-03-25,29.356,29.5,29.287,29.297,1934,0
2011-03-28,29.406,29.406,29.199,29.199,206,0
2011-03-29,29.16,29.16,29.16,29.16,411,0
2011-03-30,29.416,29.567,29.356,29.537,2849,0
2011-04-01,29.986,30.093,29.956,30.093,1650,0
2011-04-04,30.13,30.13,30.13,30.13,101,0
2011-04-05,30.13,30.13,30.13,30.13,196,0
2011-04-06,30.49,30.49,30.197,30.226,1341,0
2011-04-07,30.256,30.256,29.986,30.034,10935,0
2011-04-08,30.12,30.216,30.12,30.16,1018,0
2011-04-11,30.102,30.102,30.102,30.102,482,0
2011-04-13,29.956,29.996,29.956,29.996,530,0
2011-04-15,29.916,29.916,29.916,29.916,206,0
2011-04-18,29.326,29.326,29.326,29.326,201,0
2011-04-19,29.684,29.986,29.684,29.976,1288,0
2011-04-20,30.518,30.518,30.364,30.364,6911,0
2011-04-26,30.567,30.567,30.567,30.567,411,0
2011-04-27,30.452,30.715,30.452,30.715,5682,0
2011-04-28,30.782,30.792,30.773,30.792,1263,0
2011-04-29,30.974,31.014,30.974,31.014,414,0
2011-05-02,31.148,31.206,31.138,31.206,508,0
2011-05-03,30.935,31.265,30.646,30.646,628,0
2011-05-04,30.626,30.626,30.414,30.452,2394,0
2011-05-05,30.345,30.527,30.256,30.527,1620,0
2011-05-09,30.404,30.442,30.404,30.442,471,0
2011-05-11,30.335,30.335,30.14,30.14,1460,0
2011-05-12,30.16,30.46,30.16,30.46,618,0
2011-05-13,30.384,30.557,29.907,29.907,513,0
2011-05-16,30.286,30.286,30.286,30.286,186,0
2011-05-17,30.16,30.16,30.16,30.16,1406,0
2011-05-19,30.646,30.646,30.646,30.646,503,0
2011-05-20,30.374,30.374,30.374,30.374,166,0
2011-05-23,29.761,29.859,29.694,29.723,5697,0
2011-05-24,29.596,29.996,29.596,29.839,10479,0
2011-05-25,29.819,30.034,29.819,30.034,896,0
2011-05-26,29.867,30.12,29.867,30.102,818,0
2011-05-27,30.557,30.557,30.557,30.557,340,0
2011-05-31,30.705,30.782,30.705,30.782,770,0
2011-06-02,30.705,30.705,30.705,30.705,101,0
2011-06-06,30.695,30.695,30.577,30.685,792,0
2011-06-09,30.256,30.256,30.256,30.256,618,0
2011-06-10,29.946,29.946,29.877,29.877,3313,0
2011-06-15,29.519,29.519,29.519,29.519,309,0
2011-06-16,29.5,29.5,29.045,29.199,930,0
2011-06-17,29.179,29.179,29.085,29.085,618,0
2011-06-20,29.085,29.297,29.015,29.248,2755,0
2011-06-21,29.576,29.714,29.519,29.714,411,0
2011-06-22,29.645,29.665,29.645,29.665,540,0
2011-06-23,29.16,29.287,29.16,29.287,411,0
2011-06-24,29.268,29.406,29.268,29.406,513,0
2011-06-29,30.364,30.442,30.364,30.442,1238,0
2011-06-30,30.424,30.745,30.424,30.745,1545,0
2011-07-05,30.745,30.848,30.705,30.848,904,0
2011-07-06,30.745,30.838,30.745,30.782,6394,0
2011-07-07,30.935,30.935,30.896,30.896,1032,0
2011-07-08,30.735,30.763,30.735,30.763,618,0
2011-07-11,30.216,30.216,30.216,30.216,101,0
2011-07-12,29.976,29.976,29.976,29.976,121,0
2011-07-13,30.246,30.246,30.246,30.246,309,0
2011-07-14,30.325,30.325,29.743,29.887,2471,0
2011-07-18,29.529,29.645,29.376,29.376,2577,0
2011-07-19,29.366,29.859,29.366,29.859,2871,0
2011-07-20,29.996,30.12,29.996,30.093,2166,0
